temperature,floor1,floor2,floor3,floor4,areaEvaluated
21,82,80,84,84,320
24,90,75,53,104,298
23,110,82,68,59,164
16,81,53,99,65,250
21,104,90,109,57,323
18,55,76,85,84,285
24,90,59,92,78,165
16,74,75,61,53,318
23,59,98,62,59,265
15,107,72,50,61,317
18,74,105,100,95,297
21,61,109,90,109,271
23,54,77,110,107,187
19,84,108,68,89,318
17,69,91,68,89,249
23,63,65,99,68,279
22,72,71,110,61,177
22,100,103,68,72,247
21,55,54,107,50,194
20,92,97,63,76,151
19,107,54,102,68,200
21,66,91,64,104,266
15,64,89,68,59,226
15,58,68,96,102,244
23,56,62,107,110,259
23,80,108,75,97,199
21,107,78,106,109,260
21,101,87,78,67,247
23,59,80,65,76,262
21,98,64,108,101,324
24,108,109,72,87,303
23,57,62,95,96,225
17,83,97,66,109,226
17,77,62,52,79,221
24,102,91,90,61,216
18,96,66,68,60,263
21,72,93,84,99,296
15,108,94,88,78,214
22,52,109,67,55,268
16,89,57,106,94,187
21,77,56,71,81,151
20,98,65,79,70,258
18,101,106,67,64,186
15,55,101,107,67,166
18,98,96,99,69,155
18,89,51,53,77,324
18,92,107,78,105,337
17,85,81,83,80,333
24,88,60,79,105,188
16,108,88,85,108,277
21,50,58,68,67,323
23,103,80,103,96,159
15,51,71,74,76,229
22,84,61,77,77,185
17,97,58,79,85,296
20,100,65,81,71,328
20,94,82,92,54,295
17,77,99,87,105,225
24,100,97,65,72,157
22,56,65,95,76,169
17,86,91,89,64,302
19,92,95,79,77,205
19,72,79,65,50,170
18,70,92,104,56,318
19,108,79,92,79,258
16,76,56,75,71,256
24,86,80,77,96,213
20,86,59,66,80,279
16,104,60,86,93,258
18,91,59,54,92,173
17,79,58,97,85,205
24,65,61,105,102,187
15,102,64,73,67,267
17,68,51,90,51,239
23,91,73,103,54,158
20,83,66,97,96,294
17,85,63,67,73,266
18,61,104,57,71,285
20,60,66,52,92,316
24,105,81,80,71,172
23,72,83,66,52,275
16,84,86,95,107,259
16,68,95,70,73,286
24,56,84,64,64,209
23,104,99,50,97,198
21,62,57,52,94,161
17,85,72,87,92,228
18,87,83,55,79,182
16,95,82,53,65,193
16,60,87,58,91,179
22,92,77,69,82,247
19,57,62,52,86,225
24,51,79,51,78,263
16,94,102,101,100,186
22,75,64,79,87,329
18,76,95,61,76,277
18,75,79,84,74,271
19,108,83,92,71,233
21,75,78,65,59,209
23,51,51,51,74,270
23,50,102,55,65,250
16,97,92,77,70,256
21,100,59,97,51,280
21,58,103,69,57,227
21,90,108,72,88,230
24,63,80,53,67,278
18,82,71,74,89,251
18,103,89,110,74,179
21,52,76,52,103,174
22,65,77,100,110,163
17,65,107,58,63,301
21,52,75,102,66,335
18,60,52,68,99,194
24,96,62,75,94,304
22,80,62,80,105,150
21,86,64,77,93,289
16,102,63,58,71,160
23,73,77,96,83,265
20,110,93,86,73,219
18,66,100,55,74,246
24,105,96,93,108,246
18,88,77,51,73,154
21,110,92,84,53,320
22,104,87,64,104,291
23,92,55,102,63,183
17,58,106,103,56,155
18,73,65,88,57,242
15,64,75,99,108,311
15,94,107,96,60,236
24,69,90,105,93,311
18,110,106,69,82,318
18,93,56,103,60,207
20,55,82,92,79,285
23,52,81,75,69,329
21,104,103,102,97,250
18,58,109,90,91,171
20,100,52,53,57,233
20,80,109,59,53,187
18,63,67,53,73,288
23,98,96,73,68,164
20,66,91,99,103,331
17,99,102,94,90,154
20,98,108,110,75,161
22,50,107,74,110,315
21,109,76,108,93,176
20,65,74,72,108,266
19,100,56,85,76,220
21,104,77,98,89,288
16,61,82,95,77,296
23,50,104,72,97,305
16,93,53,58,71,174
20,98,104,98,92,320
23,110,79,84,75,224
17,73,67,76,104,330
18,60,103,90,68,300
19,81,103,63,100,304
24,50,58,64,88,233
18,97,50,99,95,167
24,96,67,63,83,228
22,52,76,107,79,226
17,84,65,58,100,160
24,97,86,84,65,182
23,71,83,73,98,305
22,52,50,72,98,294
16,109,98,78,89,290
18,61,67,75,106,241
16,58,75,76,65,168
16,109,79,104,92,238
23,102,95,92,89,177
23,58,67,50,53,171
18,106,62,66,109,254
24,102,71,108,51,172
23,99,110,55,62,238
23,99,54,66,96,314
17,87,70,74,52,294
24,92,95,52,96,174
24,72,92,97,80,237
18,58,71,101,75,208
18,80,69,91,97,265
23,65,80,81,59,260
21,89,65,77,86,234
22,98,93,75,60,176
21,77,101,101,94,338
21,66,69,64,92,199
17,63,89,94,53,298
16,86,59,88,68,333
15,62,79,68,58,340
17,110,81,79,84,320
18,97,107,105,75,162
15,61,69,64,84,298
23,58,103,79,72,187
24,102,67,78,69,154
19,69,71,79,85,273
16,102,82,68,64,237
23,69,108,82,71,153
23,56,92,59,81,204
16,102,62,53,74,177
17,106,109,80,55,224
15,64,72,104,58,151
22,84,56,104,50,309
15,60,61,86,75,241
23,71,110,65,107,250
24,67,69,69,56,156
19,57,50,77,89,307
16,88,56,77,50,207
20,52,55,51,106,241
22,109,56,73,65,150
15,70,78,76,101,205
15,82,69,94,94,332
22,58,58,50,64,191
20,89,86,52,104,217
16,107,68,89,54,165
19,63,62,55,83,161
23,81,66,95,77,276
15,54,105,106,105,211
21,75,54,109,69,275
21,59,51,92,86,214
20,109,58,57,85,299
24,92,76,61,68,319
21,62,57,63,80,315
16,63,103,106,51,236
15,98,59,101,65,222
18,64,90,89,64,233
19,62,72,100,97,284
18,87,85,103,59,183
20,97,106,71,62,329
21,100,57,91,106,233
16,60,68,96,71,280
15,101,93,89,61,306
19,103,69,74,56,161
21,94,102,73,50,226
20,63,60,102,63,180
21,98,96,91,63,182
22,53,58,75,104,250
22,98,53,60,90,294
16,93,71,53,109,329
20,68,99,77,86,317
18,66,57,99,70,218
18,53,96,79,78,253
19,51,84,59,108,170
15,105,54,81,102,214
19,81,57,71,99,215
17,87,54,78,66,207
24,82,58,61,57,326
18,58,53,93,55,197
21,54,103,70,110,340
20,91,87,97,101,282
15,100,82,61,101,248
18,93,105,57,83,180
22,52,95,73,81,316
18,109,70,87,89,284
19,98,55,110,90,299
15,80,90,88,102,202
17,70,60,81,98,151
21,74,66,90,68,225
21,84,62,71,57,329
21,70,68,74,83,193
24,103,62,78,77,240
24,56,101,78,100,167
18,72,55,91,79,273
24,76,94,99,60,200
24,90,62,94,88,265
22,93,107,109,89,269
17,110,88,55,75,255
17,93,98,105,58,293
18,62,83,91,62,168
20,52,52,93,67,168
16,54,83,51,100,151
18,78,63,106,97,283
22,80,70,57,57,306
16,79,91,75,87,169
18,102,57,50,91,246
20,90,61,107,95,184
20,88,79,93,57,179
19,77,110,84,63,176
15,65,54,51,77,180
15,103,62,61,73,244
19,83,97,68,93,290
19,82,106,58,59,170
15,66,58,78,100,332
20,69,67,88,72,261
15,54,95,101,75,238
20,110,62,50,61,298
17,76,95,99,101,275
23,99,84,67,84,262
21,105,71,71,86,215
23,58,92,60,50,211
18,82,77,60,59,252
15,56,79,110,58,190
16,99,87,78,86,206
22,54,100,95,52,264
16,79,101,70,63,322
24,70,75,75,71,304
24,94,61,91,106,191
24,57,53,83,79,203
24,100,103,70,54,313
22,60,58,94,84,190
16,81,78,93,69,151
16,77,55,66,102,303
17,62,89,100,68,256
24,84,84,98,56,236
19,106,91,102,108,158
18,66,81,96,60,302
20,55,67,74,85,212
20,68,62,77,52,304
22,54,63,105,73,256
18,89,68,55,79,306
15,50,79,84,106,286
15,66,105,72,73,292
23,51,106,103,68,309
23,68,58,94,69,285
18,52,79,109,107,251
15,93,84,109,70,303
22,72,64,90,79,286
24,86,86,55,54,222
20,82,60,87,105,252
24,57,51,85,102,259
23,54,75,75,107,155
21,100,76,74,90,190
16,57,104,67,78,196
18,58,53,52,89,297
19,88,56,73,64,239
19,78,105,81,96,271
16,52,90,94,64,270
19,89,68,94,77,176
19,96,103,87,82,179
24,104,51,107,88,212
24,69,56,106,93,245
22,66,92,71,74,260
23,53,82,71,64,299
24,87,80,71,70,278
19,67,91,62,66,294
18,78,66,61,56,266
19,69,95,54,65,215
18,51,79,104,109,306
22,64,64,50,57,172
16,65,65,62,54,261
22,100,62,58,52,327
15,85,59,103,91,252
17,93,86,66,97,238
21,74,87,104,50,264
15,58,73,109,85,333
15,102,74,59,96,305
20,105,79,80,62,227
23,108,70,105,95,321
23,88,54,101,109,211
18,81,104,51,104,244
23,81,59,80,109,340
24,56,50,73,96,335
16,103,54,54,105,182
16,109,95,52,107,200
21,92,63,110,98,209
15,50,96,66,62,314
15,73,92,108,86,277
21,103,104,87,84,243
16,103,99,89,102,210
24,56,84,68,61,224
24,81,85,53,102,319
22,87,94,87,103,216
22,73,76,70,55,340
16,64,107,84,80,239
16,89,67,71,59,269
20,77,54,105,103,178
23,108,61,97,54,261
16,63,82,85,72,234
24,70,86,94,69,261
24,97,94,66,110,323
19,97,85,89,70,199
16,88,59,93,75,315
15,101,82,104,89,162
17,77,82,100,56,225
22,71,90,67,108,214
23,110,108,93,85,258
21,57,73,58,101,328
22,63,51,71,69,296
19,59,57,94,87,248
17,63,90,77,104,306
19,65,97,99,86,313
21,105,67,97,80,171
22,87,98,62,103,278
23,71,93,91,102,271
18,86,68,93,81,304
24,86,89,103,100,322
18,64,84,56,58,198
15,101,54,73,102,303
15,100,108,59,81,206
20,68,58,53,94,259
21,93,54,104,99,225
23,77,106,94,94,249
19,52,58,82,63,192
18,69,98,92,67,246
16,67,78,94,97,168
22,61,64,56,81,296
22,65,93,55,95,228
18,57,81,68,93,312
22,86,65,66,85,322
18,97,52,78,70,224
20,63,70,55,58,250
18,85,50,73,97,261
22,79,66,90,76,211
16,82,80,77,73,163
18,102,108,80,103,266
16,52,99,99,95,260
18,105,107,75,84,332
20,93,90,52,90,337
23,60,65,87,68,194
22,109,54,73,102,185
19,93,86,69,101,327
22,102,66,108,83,151
16,88,80,58,101,254
18,79,90,50,70,222
24,80,71,68,51,281
17,109,55,82,98,281
19,99,91,85,77,181
17,57,56,108,53,255
17,94,95,52,71,223
22,67,99,90,90,317
23,101,62,109,63,250
16,56,85,99,76,288
16,107,94,51,66,283
24,66,97,86,55,338
20,64,101,63,82,338
16,98,72,83,107,241
19,98,52,88,76,204
23,93,58,50,78,245
20,88,99,76,108,154
17,109,58,89,89,258
17,73,74,61,53,283
22,66,96,108,69,274
21,101,98,100,106,168
23,61,89,67,99,254
17,98,101,59,93,316
16,72,103,54,97,255
23,76,80,60,86,228
18,92,72,61,105,165
21,88,84,64,70,268
22,101,72,78,109,281
24,100,98,84,56,248
16,71,67,98,68,340
18,94,106,76,69,158
19,56,76,91,68,323
16,52,88,96,60,300
24,89,62,64,64,254
19,95,93,96,107,235
22,89,57,58,102,191
18,71,56,61,72,285
20,102,94,87,99,217
20,96,90,87,78,199
23,88,69,72,73,226
15,85,86,60,63,174
22,82,77,97,50,326
18,64,102,99,85,319
24,58,86,67,104,270
19,74,66,63,85,251
22,97,80,59,66,276
16,99,101,96,64,175
23,79,94,51,92,259
19,91,93,70,95,303
17,106,69,62,98,187
19,74,53,79,62,331
18,86,74,72,66,251
16,104,81,76,69,198
19,108,72,60,61,236
23,68,72,51,96,330
23,68,92,53,51,150
21,83,88,61,71,252
15,73,69,57,88,184
16,68,90,88,80,216
23,65,60,105,90,292
22,80,94,56,109,272
21,60,95,91,98,207
15,65,79,65,89,159
16,57,85,71,58,232
18,63,60,60,101,219
23,84,103,105,58,196
15,100,68,104,85,162
19,92,105,53,85,234
16,89,100,88,73,207
17,104,104,80,99,238
22,108,51,102,102,262
17,75,108,110,53,338
20,93,108,83,98,318
24,89,51,56,106,336
17,59,58,85,74,304
20,58,107,85,67,209
19,87,76,107,105,211
19,87,87,58,73,159
23,75,77,56,50,255
24,74,92,97,67,250
15,61,106,104,63,270
17,69,86,86,99,290
21,83,76,53,53,286
19,85,79,88,79,230
17,56,88,65,104,160
16,82,58,62,51,150
19,100,81,72,74,309
17,110,97,76,109,337
18,91,107,66,78,214
19,74,87,56,53,221
21,65,97,72,67,279
15,104,63,55,57,259
19,109,93,76,57,236
23,61,69,92,96,169
17,56,63,87,88,288
21,75,97,66,101,165
19,60,110,98,70,207
24,94,100,64,57,220
22,62,66,50,82,200
16,105,77,96,99,274
24,107,91,88,58,286
24,105,72,93,61,336
19,67,107,89,73,261
15,58,82,89,87,217
23,74,98,74,88,264
23,83,70,84,91,288
17,96,99,57,61,217
19,70,59,80,100,294
24,52,56,53,90,171
23,78,54,70,52,234
23,78,60,77,51,235
19,100,69,89,84,207
21,66,81,54,92,267
19,67,78,59,62,236
15,105,54,77,75,318
21,88,105,72,106,317
24,55,57,93,59,301
22,92,104,71,54,293
17,76,79,73,101,234
17,66,59,59,108,211
20,55,100,70,104,244
21,105,53,98,105,296
16,89,55,99,80,175
22,105,80,53,103,282
21,67,98,74,60,289
20,57,61,84,104,230
20,76,101,51,101,295
21,102,102,53,99,321
24,94,78,91,69,206
20,108,109,53,88,281
17,53,80,80,59,264
24,57,91,79,93,162
21,101,75,69,77,287
22,80,87,70,59,254
21,77,83,101,72,249
18,81,101,96,74,220
24,59,90,82,104,184
24,104,69,68,81,256
16,92,87,87,67,327
21,97,50,97,61,213
19,84,52,100,79,240
22,69,85,82,110,331
18,78,89,84,97,316
20,80,65,73,108,228
21,65,98,50,90,256
16,100,97,99,62,237
24,97,61,95,57,254
18,95,68,105,76,284
16,107,70,73,75,203
16,64,54,109,94,295
16,84,100,78,90,266
24,69,62,68,109,247
21,74,60,75,96,312
15,94,67,97,65,151
20,57,95,110,85,229
17,52,58,80,86,322
19,70,86,93,55,306
21,87,60,54,83,272
18,73,80,84,108,339
17,70,77,71,77,217
22,76,53,55,91,236
16,103,106,79,63,217
19,57,63,69,64,287
15,70,100,60,85,281
23,93,95,84,87,194
21,72,58,109,106,298
19,64,92,67,95,151
16,56,95,101,75,217
21,70,95,66,108,187
16,57,61,58,50,314
23,86,55,105,90,154
24,60,60,77,98,211
23,91,71,82,77,209
18,94,72,98,95,222
17,56,59,62,85,238
24,102,76,90,85,310
18,60,84,62,93,243
22,77,86,79,79,249
22,94,102,110,91,218
21,51,58,55,85,194
16,99,106,63,70,190
15,68,100,59,110,153
21,61,96,67,59,256
22,75,91,75,96,278
21,89,54,97,56,235
16,97,110,103,91,185
20,104,71,50,87,159
24,96,93,70,94,255
23,75,64,99,53,303
23,98,101,63,93,177
21,97,77,52,86,187
15,96,67,87,79,266
20,70,50,51,57,250
23,69,96,62,109,175
24,91,76,71,80,254
15,64,99,58,62,179
18,93,72,55,52,266
15,86,84,77,90,274
21,93,80,65,77,150
23,57,75,65,90,260
19,80,62,86,50,230
17,56,83,57,68,169
20,88,68,84,88,324
15,77,88,101,94,294
23,84,63,64,66,195
23,57,76,70,104,252
18,108,78,98,68,223
16,110,54,69,92,292
18,108,70,106,58,214
18,96,59,74,97,326
17,89,58,103,90,190
17,96,82,82,100,234
18,63,65,80,84,314
17,60,74,101,58,340
15,86,85,62,87,179
24,64,83,108,109,312
24,61,91,56,75,237
15,60,52,65,100,200
24,109,80,98,89,283
20,97,92,100,92,313
22,95,57,83,83,249
24,80,57,66,105,221
16,86,75,91,80,201
22,88,64,98,105,328
16,92,60,101,82,287
21,57,87,80,86,244
19,98,100,101,89,171
20,93,83,105,81,250
20,65,72,93,110,307
24,52,50,106,60,251
23,50,109,95,82,255
23,62,99,61,55,205
22,91,60,103,53,207
18,108,96,104,65,239
21,51,100,66,103,245
18,93,74,50,56,304
17,80,105,57,70,273
22,69,66,51,78,282
24,102,92,83,51,213
17,105,55,73,109,163
24,74,73,87,93,208
23,63,87,106,66,208
24,53,94,76,100,177
16,50,68,109,87,186
23,56,78,93,96,206
21,100,75,83,101,338
19,77,88,96,83,327
24,80,108,110,76,232
24,50,60,65,98,330
20,75,86,96,100,331
19,71,105,76,94,242
21,66,59,67,55,333
17,77,53,71,53,340
15,71,109,73,62,210
20,69,81,77,58,320
16,80,100,88,90,273
24,98,85,61,85,335
20,64,95,85,100,276
17,66,100,64,68,217
18,66,103,79,74,199
21,50,65,57,69,280
23,95,55,91,83,290
17,106,97,82,75,261
17,76,75,101,110,279
18,68,73,56,71,220
19,61,63,95,108,186
17,59,84,68,73,183
24,101,78,82,94,189
22,55,108,108,55,162
19,81,92,63,65,313
17,60,53,102,97,223
22,97,51,107,72,171
15,108,95,103,62,263
17,88,95,84,76,335
17,71,89,65,77,340
15,103,54,78,94,158
19,60,85,89,87,298
21,53,62,57,82,325
17,62,61,53,82,200
24,89,80,64,89,313
17,108,87,108,103,260
23,92,67,79,95,305
17,65,52,67,50,306
15,108,51,99,57,182
19,81,108,107,66,326
22,75,89,89,68,325
22,85,105,65,94,168
19,86,50,51,72,244
19,108,104,104,57,284
16,63,82,109,82,176
21,76,82,68,80,302
20,80,107,69,79,178
18,67,95,69,92,179
16,92,76,66,64,184
19,70,97,85,75,191
19,77,85,110,83,289
23,50,102,108,104,268
24,110,51,56,98,178
18,91,95,53,107,190
20,83,79,52,102,205
23,66,75,68,63,173
23,51,106,63,61,232
19,107,90,109,92,262
16,94,94,63,88,178
16,85,61,81,110,234
19,77,50,75,101,279
18,87,104,67,96,276
16,92,90,63,73,218
20,76,70,53,60,182
24,106,66,81,55,185
19,108,97,84,87,245
15,75,67,67,88,287
17,106,60,67,53,326
24,61,61,65,67,321
16,81,66,84,51,333
15,72,60,71,83,283
16,78,105,97,93,284
21,98,105,59,71,227
20,80,109,86,98,257
24,98,79,103,85,204
19,98,109,104,107,292
23,103,93,52,96,292
19,81,86,93,74,330
21,85,78,101,63,236
19,65,61,86,75,302
23,106,62,95,61,227
23,89,98,53,88,167
22,103,79,71,65,332
24,93,75,77,98,314
20,81,77,93,92,269
22,89,77,69,52,223
24,77,93,79,71,297
24,58,61,110,109,213
21,97,87,51,109,223
15,100,67,108,72,155
16,63,64,78,103,207
16,78,105,106,55,319
23,93,108,93,104,288
24,64,84,93,107,163
24,89,100,96,91,155
23,78,70,102,73,331
23,94,69,58,86,243
23,76,88,88,72,216
16,81,68,83,106,218
22,86,85,88,50,174
22,95,96,95,85,310
21,82,68,58,50,243
17,90,104,56,99,315
20,56,72,86,72,161
20,103,73,81,84,329
20,92,69,61,94,281
17,78,92,93,86,302
23,96,66,84,81,243
23,84,99,96,83,200
21,64,62,87,104,280
21,54,68,54,99,334
20,66,93,85,81,234
22,95,94,78,93,162
21,100,55,62,90,301
23,64,53,72,58,307
21,106,52,84,110,174
15,82,60,75,96,334
19,58,70,73,51,161
24,92,84,77,97,229
17,64,68,75,77,156
15,91,107,100,82,161
17,53,101,69,82,296
18,61,94,106,82,289
18,78,90,85,64,215
20,100,80,78,107,158
16,61,72,95,91,230
21,58,59,109,93,232
15,57,82,81,66,171
15,70,75,93,55,191
24,87,76,91,54,281
20,98,108,59,89,323
15,84,106,110,73,309
15,73,72,73,90,239
17,94,71,99,91,236
20,92,53,63,74,324
22,95,89,109,92,186
22,58,82,71,110,223
15,54,66,96,90,269
21,70,95,73,94,150
20,66,60,68,58,317
15,91,76,77,60,313
19,60,96,81,102,305
15,55,99,57,79,331
17,69,76,61,94,209
17,57,66,80,68,236
24,98,60,68,62,327
16,75,76,51,63,300
20,81,59,78,73,308
19,56,91,84,88,279
23,93,92,59,56,333
16,63,79,88,55,309
17,106,83,66,57,221
21,97,73,83,101,198
17,89,65,91,54,181
22,62,94,95,57,174
16,50,82,56,105,249
16,62,73,70,105,278
24,82,100,94,78,316
21,103,60,69,71,318
23,93,69,106,59,234
16,58,88,68,105,256
19,104,58,110,77,167
17,94,91,52,62,293
15,55,87,93,96,295
15,101,53,92,75,171
21,88,71,74,105,171
19,68,83,80,100,236
21,52,73,62,53,293
21,51,96,86,53,321
21,56,88,76,104,247
22,91,71,73,84,264
16,89,85,53,103,238
24,86,77,78,102,310
20,88,66,67,62,222
20,63,88,81,60,223
22,99,72,100,62,221
19,103,66,75,84,271
23,97,86,85,104,173
15,105,58,106,69,305
18,79,109,65,108,324
21,51,65,73,53,339
18,60,100,97,85,185
21,53,74,85,52,283
21,60,91,83,57,256
19,86,58,108,52,184
18,78,68,97,76,317
21,65,58,77,54,244
20,106,106,107,64,166
23,60,64,91,75,264
15,104,72,55,53,245
17,92,109,85,57,157
23,62,68,64,66,268
20,72,77,57,74,264
17,51,107,62,100,301
15,110,91,72,110,314
19,93,62,65,76,304
17,80,110,72,68,320
23,94,76,70,54,316
15,85,100,67,104,288
18,55,94,85,68,210
22,50,96,103,61,266
20,84,107,74,58,276
17,85,110,88,76,338
22,85,108,92,101,163
23,91,104,91,107,332
17,90,95,58,95,194
17,54,52,107,85,250
16,81,106,61,96,167
18,52,52,64,68,273
21,110,66,101,98,294
17,54,73,52,75,214
19,91,100,74,85,204
16,81,75,95,88,311
18,84,55,106,83,267
22,88,60,110,102,202
16,83,80,56,66,303
20,84,67,57,54,322
23,76,55,50,90,289
24,56,50,95,62,262
22,85,50,78,83,295
19,55,101,79,84,268
21,101,61,83,99,164
22,81,53,99,102,177
21,77,102,92,70,271
16,59,71,99,57,258
19,66,81,94,108,245
20,84,55,99,103,165
23,92,73,98,60,276
15,106,55,79,107,150
15,84,68,88,93,162
20,90,67,91,81,238
15,95,53,90,50,166
21,83,63,110,62,217
17,56,89,60,53,311
18,54,99,80,90,165
21,82,104,75,65,329
24,62,62,97,76,162
22,108,61,96,50,258
20,96,99,89,100,163
21,87,68,67,110,331
18,82,105,105,69,318
22,70,93,52,85,211
21,58,79,108,94,263
19,96,92,103,107,205
24,98,109,103,53,192
19,61,64,81,108,299
23,109,79,93,66,175
17,89,59,78,97,190
23,85,77,87,56,262
17,84,51,83,70,293
15,104,52,110,68,297
16,74,101,70,56,174
23,65,79,67,91,286
24,91,60,107,58,243
21,58,75,58,64,189
16,59,98,82,50,277
17,79,72,95,72,259
19,91,97,103,88,197
22,89,73,79,72,242
20,102,109,57,107,202
15,91,80,106,52,188
21,110,65,100,60,251
18,106,88,62,66,303
18,71,67,79,92,251
16,82,103,78,109,302
15,60,99,105,82,319
19,105,79,85,102,328
16,57,74,74,98,263
15,96,105,102,74,280
24,108,52,102,53,185
24,67,105,86,58,319
20,101,86,86,96,314
20,55,57,90,79,218
24,94,86,106,68,244
17,51,98,94,69,284
17,69,90,91,71,277
23,61,50,77,79,171
23,86,70,62,83,313
21,59,62,57,76,235
20,102,56,84,74,192
23,74,70,62,109,181
23,61,71,77,57,328
20,107,104,82,62,172
15,82,98,102,64,218
18,101,108,69,72,247
19,100,75,55,106,296
24,71,85,99,74,274
21,73,83,80,74,180
15,54,74,66,58,321
24,99,80,83,65,261
21,55,50,54,94,246
19,91,104,79,106,241
19,75,104,75,55,204
23,78,66,76,69,252
16,57,89,65,60,214
23,77,102,63,107,253
17,55,98,56,105,270
20,83,109,100,66,254
23,54,85,79,55,209
19,107,52,87,99,160
24,55,85,88,81,171
21,75,80,58,78,263
23,72,54,59,73,192
18,55,57,105,79,231
24,90,82,100,77,281
16,83,60,101,95,256
15,102,90,87,86,323
15,107,81,82,87,207
17,85,61,75,66,212
20,97,98,66,103,185
16,109,67,85,106,168
16,107,88,59,84,238
20,62,99,82,62,286
20,89,75,77,85,318
23,102,100,84,96,316
23,86,68,57,98,310
15,91,95,60,100,184
19,96,64,103,56,318
17,84,105,107,106,292
19,78,66,80,62,221
17,97,96,97,89,285
20,54,70,104,56,181
23,94,67,58,76,270
18,63,107,70,57,176
24,75,69,83,63,312
18,61,67,95,97,206
15,81,69,104,96,193
18,70,110,90,89,283
24,65,76,72,58,324
19,109,77,100,70,265
24,56,62,71,84,274
24,93,101,57,93,249
19,100,68,99,68,190
16,99,85,64,65,212
18,76,107,98,55,167
20,58,108,65,59,321
16,54,88,68,92,181
18,109,85,53,50,154
20,101,94,52,68,205
20,98,82,105,55,331
21,96,93,70,91,256
15,65,84,88,59,306
24,106,60,56,103,224
18,102,65,75,73,244
22,107,105,75,86,321
23,99,101,102,54,290
17,95,82,96,58,228
18,86,97,98,95,199
16,81,105,68,64,270
15,89,80,76,80,329
22,84,109,84,71,213
23,106,55,106,62,163
19,66,92,61,64,178
22,88,92,55,60,167
16,52,99,86,107,153
17,60,53,100,84,180
20,109,95,57,98,271
18,52,84,84,63,252
21,93,90,69,93,264
21,89,102,66,78,175
17,78,104,98,81,257
19,56,65,94,68,232
19,81,55,61,81,198
19,59,83,60,66,230
23,72,57,74,101,167
24,105,55,85,59,288
19,97,52,104,93,264
21,105,109,82,99,184
18,65,59,85,106,158
23,64,74,84,50,254
17,82,99,92,83,278
24,110,86,83,63,328
22,93,78,75,108,225
22,106,65,94,100,286
20,81,89,72,73,170
15,76,103,51,65,276
18,88,57,63,97,158
21,62,52,73,93,292
23,74,57,103,94,221
21,57,82,51,95,184
19,62,110,76,54,296
23,67,77,61,68,179
15,104,63,105,100,265
15,94,82,56,64,265
18,86,93,77,109,313
16,90,78,57,85,291
15,98,53,72,51,331
16,57,89,84,101,291
19,100,67,94,68,151
15,96,99,99,55,255
17,94,89,70,108,300
20,72,60,86,106,238
15,91,99,96,65,224
24,102,66,81,83,181
23,85,84,55,56,242
23,57,84,90,78,217
24,63,73,88,108,333
23,77,80,92,63,315
24,53,84,75,69,287
16,81,87,52,94,319
22,90,96,89,96,304
18,54,76,83,66,177
24,109,50,92,87,282
22,56,81,56,106,309
24,53,65,89,109,300
15,86,50,75,74,242
19,56,50,105,101,313
20,82,106,68,52,169
19,68,55,55,66,290
22,76,101,65,63,302
16,98,105,75,97,269
23,85,58,88,79,190
24,59,77,72,64,272
18,72,85,92,79,271
22,69,109,53,96,340
17,50,71,103,77,169
18,87,54,59,50,244
15,100,108,83,93,303
24,84,63,77,58,245
18,96,74,78,91,280
20,97,64,55,51,216
19,105,61,81,57,182
22,82,94,78,58,264
24,108,82,59,94,167
22,100,66,74,104,313
21,90,51,109,100,215
15,56,95,97,81,337
17,91,103,96,109,283
17,76,110,110,107,225
18,96,80,96,76,217
23,83,109,109,96,154
23,94,52,75,106,215
17,66,86,110,78,329
22,80,100,88,86,170
19,50,75,90,56,196
21,50,72,64,97,244
21,66,67,68,81,306
22,67,52,76,110,338
18,108,104,74,69,236
22,106,95,100,67,159
18,67,77,52,54,235
24,84,54,105,77,308
24,107,101,90,71,244
17,104,85,62,79,204
21,102,85,72,103,256
20,107,97,54,76,331
22,93,76,84,102,288
19,57,102,67,62,293
23,84,60,61,85,221
18,100,104,97,66,322
15,79,108,99,70,232
21,53,55,91,73,232
17,96,56,96,50,311
21,85,76,95,77,255
20,67,56,62,74,176
18,79,99,95,64,276
18,77,72,64,80,301
24,100,89,96,54,253
18,63,62,85,63,337
21,107,88,69,101,222
23,73,72,89,100,165
17,52,91,94,78,267
15,87,52,87,87,210
19,100,102,110,56,174
24,82,102,88,65,340
